strainID	genus	family	order	class	phylum	kingdom
LjRoot269	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot270	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot271	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot272	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot273	Rhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot274	Rhizobium	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot275	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot276	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot277	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
LjRoot278	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
LjRoot279	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
LjRoot280	Duganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot281	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
LjRoot282	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot283	Arthrobacter	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
LjRoot284	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot285	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot286	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
LjRoot287	Pseudoduganella	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot288	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot289	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot290	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot291	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot293	Nitrobacter	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot294	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot295	Noviherbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot296	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot297	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot298	Lysobacter	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
LjRoot299	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot300	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot301	Phenylobacterium	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
LjRoot302	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot303	Streptomyces	Streptomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
LjRoot304	Streptomyces	Streptomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
LjRoot305	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot306	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
LjRoot307	Streptomyces	Streptomycetaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy6	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy7	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy8	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy9	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy10						
Chlamy11	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy12	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy13	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy14						
Chlamy15	Cupriavidus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy16	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy17	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy18	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy19	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy20	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy21	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy22						
Chlamy23	Arthrobacter	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy24	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy25	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy26	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy28	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy29	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy30	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy31	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy32	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy33	Micrococcus	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria
Chlamy34	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy35	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy36	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy37	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy38	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy39	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy40	Cupriavidus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy41	Cupriavidus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy42	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy43	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy44	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy45	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy46	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy47	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy48	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy49	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy50	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy51	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy52	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy53	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy54	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy55	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy56	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy57	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy58	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy59	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy60	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy61	Cupriavidus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy62	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy63	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy64	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy65	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy66	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy67	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy68	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy69	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria
Chlamy70	Arthrobacter	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy71	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy72						
Chlamy73						
Chlamy74	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy75	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy76	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy77	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy78	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy79	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy80	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy81	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy82	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy83	Chryseobacterium	Weeksellaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria
Chlamy84	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy85	Variovorax	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy86	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy87						
Chlamy88	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy89	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy90	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy91	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy92	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy93	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy94	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy95	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy96	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy97	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy98	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy99	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy100	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy101	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy102						
Chlamy103	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy104	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy105	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy106						
Chlamy107	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy108	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy109	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy110	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy111					Proteobacteria	Bacteria
Chlamy112					Proteobacteria	Bacteria
Chlamy113	Arthrobacter	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy114	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy115	Arthrobacter	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy116	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy117	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy118	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy119	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy120	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy121						
Chlamy122	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy123	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy124	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy125	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy126	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy127	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy128	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy129	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy130	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy131	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy132						
Chlamy133	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy134	Micrococcus	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy135	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Chlamy136	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Chlamy137	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy138	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy139	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy140	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy141						
Chlamy142	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy143						
Chlamy144	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy145	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy146	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy147	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy148	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy149	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy150	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy151	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy152	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy153	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy154	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy155	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy156	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy157	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy158						
Chlamy159	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy160	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria
Chlamy161	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy162	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy163	Shinella	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy164	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy165	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy166	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy167	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy168						
Chlamy169	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy170	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria
Chlamy171	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy172	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy173	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy174	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy175	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy176	Falsibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Chlamy177	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy178	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy179	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy180	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy181	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy182	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy183	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy184	Chryseobacterium	Weeksellaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria
Chlamy185						
Chlamy186	Chryseobacterium	Weeksellaceae	Flavobacteriales	Bacteroidia	Bacteroidota	Bacteria
Chlamy187	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy188	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy189	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy190	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy191						
Chlamy192	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Chlamy193	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Chlamy194	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy195						
Chlamy196	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy197						
Chlamy198	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy199	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Chlamy200	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy201	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy202	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy203						
Chlamy204						
Chlamy205	Microbacterium	Microbacteriaceae	Actinomycetales	Actinobacteria	Actinobacteria	Bacteria
Chlamy206	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy207	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy208	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy209	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy210	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Chlamy211	Stenotrophomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
